user,location,text
INAMEH,Venezuela,#28Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 06:30 HLV @tutiempopereira @NestorLReverol… https://t.co/46FBZ9w4Go
INAMEH,Venezuela,"#28Mar #INAMEHInforma En la Imagen (espectro infrarrojo) se observa áreas nubladas en los Andes, sur de Zulia, Amaz… https://t.co/ENZaFWz92Y"
NicoleCalvo31,Panama,@IDAANinforma @311Panama @PanamaOeste @SoyDeArraijan @NoticiaARRAIJAN @RTPanamaOeste @PanamaOesteNews @Burunga1 Bue… https://t.co/ep4pjdXzgd
acontecer_,,"🆘️ #Reporte En el estado de #Querétaro se registran 3 casos más por #COVIDー19 🦠, acumulando un total de 25 confirma… https://t.co/1tQfvze5IP"
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 00:15 HLV @tutiempopereira… https://t.co/plFicK506h
PCivil_Ve,Caracas_Venezuela,📍#Reporte 👉🏽  Funcionarios de @PCivil_Ve realizan el #PlanNacionalDeDesinfección  en la Av. Principal Los Nararanjo… https://t.co/dCco84umnR
IMPULSONEGOCIOS,Argentina,"#Reporte #Coronavirus: Diagnostican 101 casos nuevos y cinco personas murieron en #Argentina - #Covid19 

Más info… https://t.co/xtMf7jY7q8"
zabaleta23,neiva,#Noticia Intensifican operativos contra infractores de la cuarentena en Neiva https://t.co/jK9Rifuzry @PoliciaNeiva… https://t.co/iJfzDOT6GZ
GobSucre,Sincelejo,"#Reporte COVID-19 en Sucre 

La Secretaría de Salud confirma que a la fecha no hay casos positivos en nuestro depar… https://t.co/52mO2ZfFfB"
jiazhac,Edo. Miranda Los Teques ,@salaprensaCantv @Conatel Si continúo hablando con mi familia nos vamos a terminar matando. #reporte 21811281 Fui a… https://t.co/EgdlLQsjUK
Jaime_Delgado,"Mexicali, B.C.",12 defunciones por Covid-19 en el país #Reporte https://t.co/P1FDIBYqY1 https://t.co/pVrDczG3Bc
entresijospn,"Mexicali, B.C.",12 defunciones por Covid-19 en el país #Reporte https://t.co/seMoRq1yGH https://t.co/sdoAN1h6J4
ReporteSanCris,"San Cristóbal de Las Casas, Chiapas.","#Reporte. #COVID19. 27/03/2020.

•717 casos confirmados
•2,475 casos sospechosos
•3,542 casos negativos
•12 defunci… https://t.co/jLQ16kTRvx"
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 27/03/2020.

•717 casos confirmados
•2,475 casos sospechosos
•3,542 casos negativos
•12 defunci… https://t.co/7zyfxjWxzc"
livingtonpanta,Ecuador,"#Reporte🦠Confirmamos 48 nuevos casos de #Covid_19 en #Colombia, para un total de 539 pacientes con #coronavirus. Má… https://t.co/F4HsX0tFAy"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 19:00 horas.… https://t.co/CiuLpvzEoz"
aldianoticiasco,"Boyacá, Colombia","#Reporte oficial de casos confirmamos según el @MinSaludCol hoy fueron 48 nuevos casos de COVID-19 en Colombia, par… https://t.co/raAqBO0yik"
ElCogollitoOk,"Luján de Cuyo, Argentina","Estos son los casos positivos del día de la fecha en Argentina. Además se regstraron 5 muertes, una de ellas en Men… https://t.co/Ut1Ig8abl9"
TalinaEnLinea,"Cancún, Quintana Roo",#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/pZvYO9LG6F https://t.co/VtKTUA1sg6
talinaglez,cancun,#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/HBmzebwfFw https://t.co/vs90RiBhyp
vidaenqroo,,#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/DnpjOPziEo https://t.co/HyH2dbrdBO
CaribeEmpresar1,,#Reporte 27 marzo #Covid19 #QuintanaRoo https://t.co/lE33zkXtov https://t.co/CMSOIfdIcV
juliayhernandez,"Chacao, Miranda","@ContactoCantv @NicolasMaduro señores para cuando me van a garantizar mi derecho a estar comunicado, 15 meses sin s… https://t.co/LJZpCMhVuZ"
Conagua_Sonora,Hermosillo Sonora,#Reporte de #Temperaturas máximas  registradas por OCNO #Sonora https://t.co/8XvdatFPs0
neojack64,COLOMBIA,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/slS0OIDNJ8"
oronoticias_tv,"Santander, Colombia","#Reporte | Para las amas de casa algunos productos han bajado de precio, como la arveja o el plátano

¿Qué opina?
-… https://t.co/jc8DuM755l"
GNB_CARABOD411,"Valencia, Venezuela",#Reporte 👉🏽 Funcionarios de Protección Civil continúan con la desinfección en Los Roques en el marco del… https://t.co/vWKYkjg2OU
PCivil_Ve,Caracas_Venezuela,📍#Reporte 👉🏽 Funcionarios de Protección Civil continúan con la desinfección en Los Roques en el marco del… https://t.co/iHTZDyPEDz
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚔🚨➡️ Elementos del H. Cuerpo de bomberos sofocaron el incendio de un taller mecánico, en #Reyes #Etla, c… https://t.co/Rdvedadqzp"
WazeVen,Venezuela,Vía @INAMEH #27Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 18:00 HLV… https://t.co/eukL2C27HE
INAMEH,Venezuela,#27Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 18:00 HLV @tutiempopereira… https://t.co/NSBpfehY8S
cue11o,"Medellín, Colombia","Al #COVID-19 no se le ha dado el valor que exige y se empeña en enseñarnos día a día, no tenemos el control y más s… https://t.co/UOsfi8ivy0"
boyacasietedias,Boyacá,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/Bz00vDm3n5"
ComiteCivDura,,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/pUbNle6aUN"
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚔🚨➡️ La tarde de este viernes, trascendió el asalto a una sucursal bancaria en la ciudad de #Oaxaca.

Ⓜ️… https://t.co/hJaftsibVO"
EnTertulia_,"Medellín, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.… https://t.co/ZCuYyinacz"
SoachaBogotaSB,"Soacha, Colombia","#Atención  #Colombia #Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes c… https://t.co/TjOyf5RcZn"
regionalboyaca,Tunja - Boyacá - Colombia,"#Atención #Reporte Confirmados  48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronav… https://t.co/KhxRhlfP2c"
NCasanare1,"Yopal, Colombia","#Reporte | Se confirman 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Má… https://t.co/iY60FuxLdG"
mirandatv22,"Miranda, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/QKclvI4DZO"
jimmyanjel,medellin-antioquia-Colombia,"#Reporte🦠 Confirmados 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.… https://t.co/LDm0UuPB4B"
HSBnoticias,Bogotá - Colombia,#Reporte | Colombia superó los 500 contagiados con Coronavirus https://t.co/241JsLvOuN
JAlexanderL19,Colombia,"@MinSaludCol hace el #Reporte🦠y Confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes co… https://t.co/zIr5B2ysfl"
InnSocialWeb,,#Reporte @MinSaludCol - 27 de marzo 2020. #Covid19Colombia https://t.co/KtftV7AQ9a
avanewstv,Worldwide ,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/8XRbVlxOKR"
laprimerisima91,,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.… https://t.co/VDZlGkt2vR"
AtlanticoEmi,"Barranquilla, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus.13 en… https://t.co/OgxEwQ7ICJ"
POSITIVAFMRADIO,"Tunja, Colombia","@MinSaludCol #Reporte🦠Confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavi… https://t.co/cZZEhMGtDf"
qmoncaleano,América,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/ysQdMJDlso"
Boyacaaldia89_1,"Tunja, Colombia","#Reporte🦠

El @MinSaludCol confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con cor… https://t.co/2K1hmg8Zpv"
ParrandaValle,"ÜT: 6.2435489,-75.5889559","🚨 ATENCIÓN🚨#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronav… https://t.co/95DyZxhhYX"
bluvalledupar,"Cesar, Colombia","#Reporte
Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con… https://t.co/DiXgvu4cAi"
LaPalestraCO,Huila - Colombia,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/5Tx9vIfXfL"
radiosupercali,Cali - Valle,"@MinSaludCol #Reporte🦠Confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavi… https://t.co/dXbdvb5bBP"
eliradio,cucuta - colombia,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/dU5nQQD12r"
AlcaldiaUrumita,,"#Reporte 🦠 @MinSaludCol confirma 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con el cor… https://t.co/NGjFVRIlAv"
android_choco,Quibdó - Chocó,"@MinSaludCol #Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coron… https://t.co/I7ByJ52tbw"
jpserna,Barranquilla/Colombia,"#Reporte🦠#COVID2019 🇨🇴 
😷 48 nuevos casos.
✅ recuperados 10.
⚰️ 6 muertes
TOTAL: 539 pacientes con coronavirus en t… https://t.co/wJWI8tnoNP"
Canalmonteria,"Montería, Córdoba","#Reporte🦠 CONFIRMADOS 48 NUEVOS CASOS DE COVID-19 EN COLOMBIA, PARA UN TOTAL DE 539 PACIENTES CON CORONAVIRUS.… https://t.co/RvUQvRsP7Y"
RedDeApoyoSIC,Santiago De Cali,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/5bqTGQQVJ7"
tsmnoticias,Neiva - Huila - Colombia,"#Atención #Reporte
La ciudad de #Neiva y el #Huila mantienen 14 casos

El Ministerio de Salud confirmó 48 nuevos ca… https://t.co/HNZXzwHWdW"
Kevinvanegastv,"Pereira, Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. https://t.co/VHS2tnQzVo"
daolayap,"Bogotá, D.C., Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/BfH4CJOXTL"
RCN1150Neiva,"Neiva, Colombia","#Reporte #RcnRadioNeiva

🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con c… https://t.co/xVK4K1tVPq"
consorciopublic,"Bogotá, D.C., Colombia","#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/3d8AieOa23"
cncnoticias,Pereira - Colombia,"#ÚltimaHora 

#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coro… https://t.co/EepSmoR0It"
sanvicentedech,San Vicente de Chucuri,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/8wroVYYOe4"
MinSaludCol,,"#Reporte🦠Confirmamos 48 nuevos casos de COVID-19 en Colombia, para un total de 539 pacientes con coronavirus. Más i… https://t.co/J5ZyiGTTR1"
MNHoy,Sigue y comparte @MNHoy,"#Reporte Las enfermeras registradas que son inmigrantes representan el 15,7 % del total, y el 22% de los asistentes… https://t.co/cGAEiZbGKF"
jesusm245,"Guanare, Portuguesa",@salaprensaCantv y justo ayer cancele 86 mil bs por un servicio que no funciona  #Reporte 20716949 https://t.co/kNltOYCYmj
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 12:00 horas.… https://t.co/McsuWyuKaU"
r_gabbo,Venezuela,"De igual forma cerrado el acceso hacia  el paraíso por los molinos puerta 9 de Diciembre. 

#reporte
@r_gabbo @gabboruoz12"
CONAFOR,México,"#Reporte de #IncendiosForestales 🗓️🌳 27/03/2020
Se registran 
🔥35 Activos 
🔥4 En proceso de liquidación 
💦14 liquid… https://t.co/nrHg5tfmY3"
siete_junio,,"#Reporte Coronavirus
Actualización 27/03/2020

Contagiados en el mundo: 546 000
Fallecidos en el mundo: 24 000
Cont… https://t.co/VnhZ9OjeaD"
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy jueves 27.03.20 COVID-19 #Coronavirus #Aysen https://t.co/fHYyWtjl87 vía @YouTube
Conagua_Sonora,Hermosillo Sonora,"#Reporte de estaciones climatológicas automáticas y aeropuertos, temperaturas máximas y mínimas de #Sonora https://t.co/lzgZ7eiE08"
EddyWarman,México,"De acuerdo con un #reporte elaborado por la Universidad #JohnHopkins, Estados Unidos tiene 82 mil infectados de… https://t.co/Ul0x2tyF4U"
sofyvaldivia,"Oaxaca, México","#Reporte Ⓜ️👨‍🚒👩‍🚒🚔🚨 Vecinos de San Antonio de la Cal reportan fuerte incendio en el Cerro del Ojo de Agua.

Ⓜ️ Pide… https://t.co/183IfIDNrL"
INAMEH,Venezuela,#27Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 12:05 HLV @tutiempopereira… https://t.co/7mFws38nfZ
ReporteNi,Dudas Preguntas Sugerencias:DM,(@ElNacionalNet) #Reporte Van 67 casos confirmados de #coronavirus #COVID19 en #Cuba con 2 víctimas mortales ►… https://t.co/cxVe19zhcF
ElNacionalNet,Nicaragua,#Reporte Van 67 casos confirmados de #coronavirus #COVID19 en #Cuba con 2 víctimas mortales ►https://t.co/fLFKbUI7Ra https://t.co/K9EoYuYJnB
Cristy114,Las Vegas,@AEEONLINE #reporte c-2069344 tiene ver con esa avería?
elinformatico77,"Táchira, Venezuela",".@ContactoCantv .Para cuando señores me van a garantizar mi derecho a estar comunicado, rumbo a 2 años sin servicio… https://t.co/lEB88O0KIA"
elwilli77,"Táchira, Venezuela","@ContactoCantv @NicolasMaduro .Para cuando señores me van a garantizar mi derecho a estar comunicado, rumbo a 2 año… https://t.co/EOEec1NUfL"
UltimaHoraBoy,"Tunja, Colombia","#Reporte a 6:00 a.m. de hoy en #Boyacá 

196 casos han sido reportados
103 casos descartados por laboratorio 
91 ca… https://t.co/GKXXf7fUFu"
MNHoy,Sigue y comparte @MNHoy,"#Reporte Los investigadores encontraron que un 16,5 % de todos los trabajadores de la salud son inmigrantes. Siga e… https://t.co/e4ztHztfCj"
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 16ºC y llegaremos hasta los 32 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan
PCivil_Ve,Caracas_Venezuela,#27Mar #INAMEHInforma Áreas con nubosidad convectiva y actividad eléctrica al oeste de Zulia y sur de Amazonas. El… https://t.co/qEVxmz4ipl
PCivil_Ve,Caracas_Venezuela,#27Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV… https://t.co/hd6aHVhEXQ
radiowebinf,,"#RWI I #Clima I #Venezuela
Vía @INAMEH #27Mar #INAMEHInforma Áreas con nubosidad convectiva y actividad eléctrica a… https://t.co/PyPMiK5ZLy"
CentralReedan,,Cortesía de @INAMEH #27Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:00 HLV… https://t.co/2FnxonQM9Y
Quito_rtv,San Antonio de Pichincha,🔵#REPORTE SAN ANTONIO DE PICHINCHA en estos días de cuarentena donde el aburrimiento y el estrés empieza hacer mell… https://t.co/pemDFGRIYa
INAMEH,Venezuela,#27Mar #INAMEHInforma Áreas con nubosidad convectiva y actividad eléctrica al oeste de Zulia y sur de Amazonas. El… https://t.co/h5bGJZ57LY
INAMEH,Venezuela,#27Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 06:00 HLV @tutiempopereira @NestorLReverol… https://t.co/Fel4TkdtIZ
INAMEH,Venezuela,#27Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:00 HLV @tutiempopereira… https://t.co/4Tn5Egi5Og
acontecer_,,"🆘️ #Reporte Se eleva el número de casos confirmados por #COVID19 en el estado de #Querétaro; pasa de 18 a 22, infor… https://t.co/HRiOjo7mS4"
EddaReyes_VTV,San Cristóbal - Venezuela,#Reporte 🗣| La Alcaldía del mcpio. Bolívar #Tachira en coordinación con la #ODDI emitió comunicado para que los ciu… https://t.co/2M3aVoxxZ2
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| #UltimaHora Autoridad Única de Salud en #Tachira , Dra. Amelia Fressel informó que las 9 muestras envia… https://t.co/Jfziuao6SO"
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte🗣| Desde Las Mesas, mcpio. Antonio Rómulo Costa  #Táchira, inició el Plan de Desinfección de Áreas Públicas… https://t.co/ZphQgKlWWT"
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| El plan de desinfección para prevenir el Covid-19 llegó al municipio Cárdenas edo. #Tachira, el alcalde… https://t.co/oQNCyKiFEf"
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| Presidente de Transtachira, José Rosales, informó que durante #CuarentenaNacional está garantizada la m… https://t.co/gvDQc6qAcK"
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| Continua plan de desinfección en San Cristóbal. https://t.co/pRK5YpVHpq 

#MaduroValentíayDignidad… https://t.co/m8p7u9ScKL"
miltonandree,Coahuila,#Reporte Está circulando esta noticia diciendo que se va a implementar Ley seca en el estado supuestamente de la cu… https://t.co/OkS7Az9uTM
ReporteNi,Dudas Preguntas Sugerencias:DM,(@lajornadanet) #Nicaragua #Reporte aparece en página oficial de la Organización Panamericana de la Salud que tiene… https://t.co/5R6Rk8BywM
lajornadanet,Nicaragua,#Reporte #Nicaragua aparece en página oficial de la Organización Panamericana de la Salud que tiene 6 casos confirm… https://t.co/sEWUkeG58x
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| @PoliciaTachira informa, en voz del General Arteaga, avance del despliegue de plan de desinfección por… https://t.co/7ncQfz0Gug"
normaebt,México,"@ATTMxAyuda buenas tardes, realice mi pago de factura desde el 16 de marzo y no se ha aplicado, llame y me dieron u… https://t.co/2qboIgVmDM"
UTTorreon,"Torreon, Coahuila, Mexico","📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

•  Actualización 🕚 19:00 horas.… https://t.co/FAeMtEPyv0"
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| En el municipio fronterizo Pedro María Ureña edo. #Tachira #Frontera, las autoridades recorren las call… https://t.co/UQ4gSKFozF"
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 26/03/2020.

•585 casos confirmados
•2,156 casos sospechosos
•2,965 casos negativos
•8 defuncio… https://t.co/JyVkj7BSGY"
EddaReyes_VTV,San Cristóbal - Venezuela,#Reporte 🗣| En video: despliegue de la FANB en campaña contra COVID-19 desde García de Hevia @AlcaldiaLaFria… https://t.co/wgyXqvgadr
JLMNoticias,,"#Reporte #AlMomento #CoronavirusMéxico
Hay 585 casos en México. 
La mayoría de los pacientes son de entre 30 y 35 a… https://t.co/s90B0JndxX"
ATBDigital,Bolivia,"#Reporte
#Covid-19
Este es el reporte diario del Ministerio de Salud sobre la situación del #coronavirus en el país… https://t.co/cOFBnQnbIr"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

•  Actualización de las 🕚 19:00 horas.… https://t.co/SauahoH4Su"
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy jueves 26.03.20 COVID-19 #Coronavirus https://t.co/0fSwlPkmtC vía @YouTube
vive_tvoficial,"Final Av. Panteón, Caracas",#Reporte 📽️ Vive Tv realizó un recorrido por la parroquia Sucre de Caracas y observó como los establecimientos come… https://t.co/N76H5lJ3cd
InfoMdpya,"Mar del Plata, Argentina","Último reporte: tenemos 87 contagiados y 12 muertes en Argentina 
#COVID2019 #COVID19 
#CuarentenaTotal… https://t.co/xk24yDiIQV"
cartasegipcias,Egipto,"#Reporte | Durante el día de hoy, me han cortado la electricidad por 12hrs, a quienes esperan informes de trabajos… https://t.co/gFhsU8DTmh"
cartasegipcias,Egipto,"#REPORTE | Desde las 12:50 del medio día hasta las 7:50pm estuve sin electricidad, sumadas a la de esta madrugada,… https://t.co/Lva3KwR2yO"
EddaReyes_VTV,San Cristóbal - Venezuela,"#Reporte 🗣| En García de Hevia, edo. #Tachira, @AlcaldiaLaFria, el Alcalde Willington Vivas encabeza Plan de Desinf… https://t.co/seLjr4bIOO"
EddaReyes_VTV,San Cristóbal - Venezuela,#Reporte 🗣| Así aplican plan de desinfección de vehículos en #Torbes junto con al #ODDI municipal y demás organismo… https://t.co/Cp2l0EKxK2
elyjmontanez,Valencia - Venezuela,"#REPORTE falla: interrupción del servicio eléctrico. Urb. Las clavellinas, Trigal Norte - Valencia, Nic 1062860… https://t.co/63YOuitHyL"
InfoviasVZLA,Venezuela,#26Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 18:00 HLV https://t.co/d02IgzP7tL
VTVcanal8,Venezuela,#Reporte VTV 🗣️ | Alcalde del municipio Guanta en Anzoátegui recorre puntos de control para la seguridad del pueblo… https://t.co/RMBBVa0rRm
INAMEH,Venezuela,"#26Mar #INAMEHInforma Áreas con nubosidad convectiva y actividad eléctrica al oeste de Zulia, Trujillo, Amazonas y… https://t.co/J4RaHeF83g"
siete_junio,,"#Reporte #Coronavirus

Actualización 26/03/20

Infectados en el mundo: 500 986
Fallecidos en el mundo: 23 000 
Infe… https://t.co/LvTF9dgYdb"
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile","🔴⚠️ #Reporte Sanitario por #COVID19 en la región de #Aysén (Jue.26.04.2020)
#CuidemonosEntreTodos
Fuente:… https://t.co/1YwuxZk49u"
MasContainer,"Valparaíso, Chile",Breve análisis del mercado aéreo y marítimo chileno por @kruzsitska #opinion #breveanalisis #mercado #chile… https://t.co/AjQ1yfwuZ7
SandraFARC,"Bogotá, D.C., Colombia",#Reporte|  Pedimos a @IvanDuque realizar el trámite de la condonación de la deuda externa ante organismos internaci… https://t.co/A28kfeq5Cc
RuizHurtadoRE,,#Reporte Jueves 26 de marzo de los casos de #Coronavirus #COVID19  confirmados hasta la 1:30 P.M. En los países del… https://t.co/1RGIyxn4zT
HoyNoticiasPe,"Trujillo, Peru","#Reporte │ Esta es la situación del coronavirus #COVID19 en Perú: Casos confirmados 580, Casos descartados 8639.… https://t.co/TFy93RzV0E"
TVCosmosPeru,"Trujillo, Peru","#Reporte │ Esta es la situación del coronavirus #COVID19 en Perú: Casos confirmados 580, Casos descartados 8639.… https://t.co/syUDMMW33X"
DianaPlatt_,"Hermosillo, Sonora","#Reporte #COVID19 Sigamos en casa, solo hay que salir para actividades esenciales y los resultados serán favorables… https://t.co/nuDfsVGSS4"
miltonandree,Coahuila,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚12:00 horas.

C… https://t.co/r7g0x16V6Z"
miltonandree,Coahuila,"#Reporte ""Con esta contingencia y en San Antonio de las Alazanas ya mas de 3 semanas sin agua"" #Arteaga https://t.co/bcv3lViC10"
Conagua_Sonora,Hermosillo Sonora,#Reporte de estaciones meteorológicas automáticas y aeropuertos. #Temperaturas máximas y mínimas registradas para… https://t.co/xZKygTIxpW
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚12:00 horas.

C… https://t.co/RMLJEhDEDz"
ltnoticias_pe,Lima,#Reporte🔴Según MINSA hasta el momento son 580 infectados por #COVID19 en el Perú. https://t.co/NS5Mpd3JF5
CONAFOR,México,"#Reporte de #IncendiosForestales 🗓️🌳 26/03/2020
Se registran 
🔥20 Activos 
🔥2 En proceso de liquidación 
💦16 liquid… https://t.co/e12XNfg2s4"
INAMEH,Venezuela,"#26Mar #INAMEHInforma Áreas nubladas productoras de precipitaciones sobre sur del Zulia, Andes, piedemonte andino l… https://t.co/8NmaFuc3LY"
VTVcanal8,Venezuela,"#Reporte🗣| Desde la población de Las Mesas, municipio Antonio Rómulo Costa edo. Táchira, inició el Plan de Desinfec… https://t.co/uouPH1wLTk"
oasistereo1,"La Victoria, Edo Aragua, Venezuela",#Reporte Via:@gabrielrod1974 Grupos para surtir combustible en las estaciones de servicio del Área Metropolitana… https://t.co/BevMObJOki
CentralReedan,,"#26Mar #INAMEHInforma En la imagen satelital Geocolor, la ubicación de la Zona de Convergencia Intertropical, Polvo… https://t.co/eLJ4vvzIbs"
cartasegipcias,Egipto,"#Reporte | Desde las 7:30pm del 25 de #marzo hasta las 7:30am del 26 de #marzo estuve sin electricidad. 

¿Cómo he… https://t.co/5tbSfPDhBa"
INAMEH,Venezuela,"#26Mar #INAMEHInforma En la imagen satelital Geocolor, la ubicación de la Zona de Convergencia Intertropical, Polvo… https://t.co/vjpFdKxFkJ"
rosaaguey,guacara,@ContactoCantv buenos días sin servicio de cantv y Aba por más de 15 días pagando puntualmente la factura por favor… https://t.co/SRmdaiKlBL
monterialcaldia,Montería - Córdoba - Colombia,"#REPORTE a marzo 25 de 2020. 
En Montería se han realizado 31 pruebas de #COVID19: 15 negativas  y 16 están proceso… https://t.co/yVbbrzw01k"
CentralReedan,,"#26Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:40 HLV.
@tutiempopereira… https://t.co/qPRHIcLIKE"
CentralReedan,,#26Mar #INAMEHInforma Hoy la declinación solar en los 2° 41' 14'' Norte. Incide perpendicularmente en el sur de Ama… https://t.co/kkZfQlvqV4
monterialcaldia,Montería - Córdoba - Colombia,#REPORTE  En #Montería se aplicaron 34 comparendos por desacatar medida de aislamiento preventivo adoptada por le G… https://t.co/nYxuZMu2MG
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 15ºC y llegaremos hasta los 34 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan
acontecer_,,🆘️ #Reporte Hay un caso más por #COVIDー19 en el estado de #Querétaro; suman 18. El más reciente es el de un hombre… https://t.co/KKCbLZ3L2D
jiazhac,Edo. Miranda Los Teques ,@salaprensaCantv #reporte 21811281 Fui a CANTV a ver que pasaba  con este reporte la persona que me atendidio no en… https://t.co/206yEDpC6F
