user,location,text
PCivil_Ve,Caracas_Venezuela,#30Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV @tutiempopereira… https://t.co/rqzYgDfOsa
PCivil_Ve,Caracas_Venezuela,#30Mar #INAMEHInforma Precipitaciones estimadas próximas 24 horas #Reporte de las 06:00 HLV.… https://t.co/14uzOeGQQm
PCivil_Ve,Caracas_Venezuela,#30Mar 🚨 Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV  #LaSolidaridadVenceAlCoronavirus… https://t.co/RhBZM3qEIC
acltrinitarios,,"Reporte del Clima. Lunes 30/03/2020.

#reportedelclima #clima #reporte #aclostrinitarios #tucupita #caracas… https://t.co/0KPs79CLXR"
CiudadPaz_co,,"#Reporte 🦠 de @MinSaludCol |  Confirma 94 nuevos casos de coronavirus en Colombia y 4 fallecidos.
Son 702 pacientes… https://t.co/OmDKe2wRjs"
INAMEH,Venezuela,#30Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV @tutiempopereira… https://t.co/IGz003NZDn
INAMEH,Venezuela,#30Mar #INAMEHInforma Precipitaciones estimadas próximas 24 horas #Reporte de las 06:00 HLV. @tutiempopereira… https://t.co/cOR9ccY4VD
INAMEH,Venezuela,#30Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 06:00 HLV @tutiempopereira… https://t.co/jpTfFTBaQ0
INAMEH,Venezuela,#30Mar #INAMEHInforma Se observa nubosidad convectiva generadora de precipitaciones y descargas eléctricas al sur d… https://t.co/H7RrpwE8tK
INAMEH,Venezuela,#30Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 05:30 HLV @tutiempopereira @NestorLReverol… https://t.co/RUEbxNgqw5
INAMEH,Venezuela,#30Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 05:30 HLV @tutiempopereira… https://t.co/6yLasq1B4E
INAMEH,Venezuela,#30Mar #INAMEHInforma Se observa nubosidad convectiva generadora de precipitaciones y descargas eléctricas al sur d… https://t.co/v9LmgpypyY
acontecer_,,"🆘️ #Reporte Se mantiene en 26 los casos confirmados por #COVID19 🦠 en el estado de #Querétaro. Sin embargo, 3 pacie… https://t.co/NmaWrSayrY"
PCivil_Ve,Caracas_Venezuela,📍#Reporte 👉🏽 Funcionarios de @PCivil_Ve realizan desinfección en el Centro Comercial Lomas de la Lagunita y el enca… https://t.co/Mxjmq1AmWQ
vanedurang,,Se oyen #aviones sobre volando espacio aéreo de #Carabobo se presunta que sean aviones de guerra por el sonido denso. #Reporte
elinformatico77,"Táchira, Venezuela",@ContactoCantv .Hablan de un uso racional de las telecomunicaciones pero voy rumbo a 2 años sin servicio telefónico… https://t.co/8IUdYwkeCQ
ReporteSanCris,"San Cristóbal de Las Casas, Chiapas.","#Reporte. #COVID19. 29/03/2020.

•Casos confirmados: 993 
•Casos Sospechosos: 2,564 
•Casos negativos: 4,955 
•Defu… https://t.co/neLMHg4Hwz"
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 29/03/2020.

•Casos confirmados: 993 
•Casos Sospechosos: 2,564 
•Casos negativos: 4,955 
•Defu… https://t.co/mCIuwatG0n"
UTTorreon,"Torreon, Coahuila, Mexico","📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 19:00 horas.… https://t.co/vGHTAMDuVk"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 19:00 horas.… https://t.co/ZOd67jAc0e"
diariotiemposur,Rio Gallegos - Santa Cruz,La Provincia continúa sin casos confirmados #Chubut #Coronavirus #Reporte #Cuarentena https://t.co/FiqrPtA9gg https://t.co/pvN5qsOFPW
consorciopublic,"Bogotá, D.C., Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/siZ3eMHh5G"
OaxacaesNoticia,,"#REPORTE A través del @Oaxaca_9_1_1, Bomberos de la subestación norte abordo del tanque 3, atendieron servicio de… https://t.co/gqJpzkSqRZ"
SucreComunica,Sincelejo,"#Sincelejo #Reporte COVID-19 en Sucre.

La Secretaría de Salud confirma primer caso positivo en nuestro departament… https://t.co/UZ57szVUF0"
mundoescazu,,#Reporte Luego de 24 horas de trabajo en Pico Blanco se controló el incendio forestal que afectó 15 hectáreas https://t.co/ArDRHkENHq
CanterasAragua,,"#Reporte @jorgerpsuv 10 nuevos casos de Virus 19

📌 2 Casos en Caracas
📌 3 Casos en  Miranda
📌 2 Casos en Aragua 
📌… https://t.co/si33iqC1Vg"
GobSucre,Sincelejo,"#Reporte COVID-19 en Sucre 

La Secretaría de Salud confirma primer caso positivo en nuestro departamento. 

Recome… https://t.co/a4h7k9RvrN"
neojack64,COLOMBIA,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/bkVRJhAwTW"
dmtvfree,"San Salvador, El Salvador","Playa El Tunco también sin gente, las disposiciones se cumplen por la zona costera 👌🏻👌🏻 #elsalvador #prensa… https://t.co/KGlWEJ2cGD"
RDICucuta,"Cúcuta, Colombia","#Reporte Norte de Santander afortunadamente mantiene 15 casos confirmados de CORONAVIRUS, las cifras siguen subiend… https://t.co/YxfvPumAwq"
monterialcaldia,Montería - Córdoba - Colombia,#Reporte 322 personas han sido objeto de comparendos en #Montería por incumplir la medida de aislamiento preventivo… https://t.co/i2hzBMautN
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile","🔴⚠️ #Reporte Sanitario por #COVID19 en la región de #Aysén (Dom.29.03.2020)
#CuidemonosEntreTodos
Fuente:… https://t.co/7kGnEWNQ9M"
EnGuardia3,,"#Reporte @MinSaludCol Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a… https://t.co/wpzJsujCdM"
jpserna,Barranquilla/Colombia,"#Reporte🦠#COVID2019 🇨🇴 
😷  Nuevos Casos: 94
✅ Pacientes Recuperados:10
⚰️ Fallecidos: 10
📈Total contagios: 702 paci… https://t.co/1cmfFbc7x3"
mando_rdz,"Piedras Negras, Coah.","#UltimaHora 
📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

Con motivo de mantener a l… https://t.co/MkYMh5d8nf"
ImparcialCoahu1,"Piedras Negras, Coahuila de Za","#UltimaHora 
📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

Con motivo de mantener a l… https://t.co/BXPGto0h1C"
RADIO941FM,Táchira,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/SH5XwiKWZJ"
avanewstv,Worldwide ,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/HPAkMdtDFS"
Boyacaaldia89_1,"Tunja, Colombia","#Reporte 🦠 

El @MinSaludCol Confirma 94 nuevos casos de coronavirus en Colombia y otros 4 fallecidos, con los que… https://t.co/Xw1EMm1pjO"
ivanrive3,"Mérida, Venezuela","#29Mar #Despliegue #covid19 #Reporte Personal médico aplicó prueba ""Test Rápida"", casa a casa a cinco viajeros tras… https://t.co/AwRYDyuNnV"
miltonandree,Coahuila,"#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

Con motivo de mantener a la población in… https://t.co/HDbJNGfNFd"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

Con motivo de mantener a la población i… https://t.co/NqV5W0abu2"
eliradio,cucuta - colombia,"#Reporte 🦠

Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total… https://t.co/5jVsOg3wU1"
jhoseph227,"BUCARAMANGA, COLOMBIA.","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/5c0Wp0j2Zp"
MANCH_UNITED_FC,"Bogotá, D.C., Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/ihrNPWPtum"
RMADRID_CF_1902,,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/Iw9WouN3Qc"
Kevinvanegastv,"Pereira, Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/PMY3AiFm2e"
conceptsmedical,"Bogotá, D.C., Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/vmVBt3cdf5"
caracolguaviare,San José del Guaviare ,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/vAhff7VU1t"
tsmnoticias,Neiva - Huila - Colombia,"#Reporte 
Sube la cifra a 16 contagios en el #Huila 

El Ministerio de Salud confirma 94 nuevos casos de coronaviru… https://t.co/QW0n4KDRS8"
AtlanticoEmi,"Barranquilla, Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/ndsA1sLoBI"
vozdelpueblo920,"Ibagué, Colombia","Colombia 10 muertes y 702 casos confirmados de COVID 19

#Reporte 🦠 Confirmados 94 nuevos casos de coronavirus en C… https://t.co/QShnmt94lx"
sofyvaldivia,"Oaxaca, México",#REPORTE Ⓜ️🚔🚨➡️ Esta tarde al menos tres sujetos armados asaltaron el Oxxo ubicado en la avenida principal del Frac… https://t.co/72OMU5O7OS
PaolaSenadora,Colombia,"#Reporte 🦠 Confirmados 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/r1BbPf3w8t"
OiesamamadaZac,Zacatecas,"#Reporte en Walmart y Soriana #Zacatecas hay un poco de desabasto en comida procesada (frijoles, atún, etc). En Sams está surtido al 100%"
DebateBarranca,"Bucaramanga, Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/aWKNgfQoCb"
ControversiaWeb,"Ibagué, Colombia","#Reporte 🦠 #CODVID19 #QuedateEnLaCasa #CuarentenaCoronavirus

@MinSaludCol Confirma 94 nuevos casos de coronavirus… https://t.co/iHQuwz52VD"
Canalmonteria,"Montería, Córdoba","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que se llega a un total d… https://t.co/wPVubzmPcG"
NotiAtlantico1,Colombia,"El Atlántico sube a 24 casos de Coronavirus , 19 son en Barranquilla
#reporte #ReporteOficial #EnCuarentena… https://t.co/cYtzkIigBc"
laprimerisima91,,#reporte 🇨🇴⚠️ confirman 94 nuevos casos de #covid_19 y 4 fallecidos para un total de 10 muertes en Colombia… https://t.co/gYFs5BBv4w
LAFmCucuta,Cucuta - Norte de Santander,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/GeGnqrfHIF"
DiarioLaGuajira,"Riohacha, Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/jBYm0NHHnt"
ondasdelmeta,Villavicencio,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/RqjtYyIeDe"
jimmyanjel,medellin-antioquia-Colombia,"#Reporte 🦠 Confirmados 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/4AbGEpSKtX"
EcosdePasto,"Pasto, Colombia","#Reporte 🦠 Se confirman 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total… https://t.co/duftVAO8VU"
Diego_Bravo25,,"#Reporte 🦠 Se confirman 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total… https://t.co/25Br3YXNbk"
El_Rotativo_D,,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/6SatHrttZW"
Lafmneiva,Neiva-Huila,"#Reporte 🦠 Se confirma 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/tFcOjB0uGB"
InnSocialWeb,,#Reporte @MinSaludCol - 29 de marzo 2020. #Covid19Colombia https://t.co/4cjQvflc9O
BananaStereo,"Chigorodó (Urabá), Antioquia","#Reporte 🦠 #CoronaVirus 

Se confirman 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que se ll… https://t.co/6CVXoflWu0"
TUKANAL,"Cúcuta, Colombia","#Atención #Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a… https://t.co/NsdHuQ1xpQ"
NoticiasBQ,"Barranquilla, Colombia","#Reporte🦠#COVID2019 🇨🇴 
😷  Nuevos Casos: 94
✅ Pacientes Recuperados:10
⚰️ Fallecidos: 10
📈Total contagios: 702 paci… https://t.co/OD8E9myZ0M"
POSITIVAFMRADIO,"Tunja, Colombia","@MinSaludCol #Reporte 🦠 Confirma 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a… https://t.co/FPytmQUTjz"
AlcaldiaUrumita,,"#Reporte 🦠 el @minsaludcol confirma 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos… https://t.co/eAwCXMuH0t"
magazincesar,"Cesar, Colombia","#Noticias #colombia #Reporte 🦠

Se Confirman 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que… https://t.co/tyC0Hwj4RY"
EnTertulia_,"Medellín, Colombia","@MinSaludCol #Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos… https://t.co/FVP3BN7npU"
ElOjoVallenato,Colombia,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/Y4PaKRnN3V"
mirandatv22,"Miranda, Colombia","#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/NKiNn5EYdV"
MinSaludCol,,"#Reporte 🦠 Confirmamos 94 nuevos casos de coronavirus en Colombia y 4 fallecidos, con los que llegamos a un total d… https://t.co/PNq65GyFkB"
alcaldiacarepa,"Carepa, Colombia","#Reporte📣

📌 Compartimos la situación actual frente al Covid-19 en #Carepa. 

📌En el municipio,a la fecha, no se re… https://t.co/poCJtiSifZ"
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️👨‍🚒👩‍🚒➡️ Vecinos reportan fuerte incendio en colonia Lomas del Carmen de San Martín Tilcajete, entre lim… https://t.co/49IejyWP61"
CONAFOR,México,"#Reporte de #IncendiosForestales 🗓️🌳 29/03/2020
Se registran 
🔥50 Activos 
💦4 liquidados 
Atienden 1,743 combatient… https://t.co/OOHyq7d5Qp"
acaeslanoticia,Valencia-Venezuela.,Vía MippCI / Gobierno confirma 06 nuevos contagios de Covid-19 para un toral de 119 diagnosticados (+Video)… https://t.co/A3YuZdCLJK
CentralReedan,,"#29Mar #INAMEHInforma Se observa nubosidad estratiforme en zonas de Zulia, Andes, Falcón, Yaracuy, Carabobo,Aragua,… https://t.co/TT3tyN3XaP"
sofyvaldivia,"Oaxaca, México",#Reporte Ⓜ️🚔🚨➡️ Bomberos de la subestación sur atendieron esta madrugada servicio de incendio de bodega de 15x15m²… https://t.co/uYz1FoM9MB
INAMEH,Venezuela,"#29Mar #INAMEHInforma Se observa nubosidad estratiforme en zonas de Zulia, Andes, Falcón, Yaracuy, Carabobo, Aragua… https://t.co/hqZ9Xxx00j"
vive_tvoficial,"Final Av. Panteón, Caracas","#Reporte📽️|Ángel Márquez alcalde del municipio Junín del Estado Tachira, se pronuncia en contra de los ataques al p… https://t.co/c56l6J7MzU"
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy Domingo 29.03.2020 COVID-19 #Coronavirus #Aysen https://t.co/g1ICUxJNuG vía @YouTube
ccypctw,"Trelew, Argentina","#Reporte diario
#CoronavirusChubut
#Trelew
Sin casos positivos!
29.03.2020👇 https://t.co/qxLe58JAsZ"
EncuentroWRadio,"Oaxaca de Juárez, Oaxaca",#Reporte se está instalando un tianguis en la calle principal de santa rosa #Oaxaca Capital obstruyendo la vía públ… https://t.co/xQKWCKM4Zg
CentralReedan,,#29Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:19 HLV @tutiempopereira… https://t.co/lcijtMgvhJ
INAMEH,Venezuela,"#29Mar #INAMEHInforma En Imagen se observa núcleos convectivos al sur de Amazonas, nubosidad estratiforme con repor… https://t.co/jz4UK1aweI"
Mishell60370710,,"@sigridbazan #REPORTE SEMANAL QUE LASTIMA SIGRID TE ME CAISTE CON TUS COMENTARIOS SOBRE BONO PARA EXTRANJEROS, YO S… https://t.co/ujFqcRT93a"
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 14ºC y llegaremos hasta los 32 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan
INAMEH,Venezuela,#29Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 07:43 HLV @tutiempopereira… https://t.co/tp9VknzVGO
acltrinitarios,,"Reporte del Clima, domingo 29/03/2020.

#reportedelclima #clima #reporte #aclostrinitarios #tucupita #caracas… https://t.co/bNT5EJ8Ew6"
INAMEH,Venezuela,#29Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:19 HLV @tutiempopereira… https://t.co/fjvOjAijMK
PetBookMexico,México,VIST@ #REPORTE / #VISTO / #ENRESGUARDO / #FUGITIVO #RAZAUNICA #MACHO EL: 29 DE MARZO EN: COL. #LINDAVISTA ALC. #GAM… https://t.co/oLM2Xv3kyx
INAMEH,Venezuela,#29Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 06:18 HLV @tutiempopereira @NestorLReverol… https://t.co/iONCAkvQxp
INAMEH,Venezuela,"#29Mar #INAMEHInforma Nubosidad estratiforme sobre Sucre, Andes, La Gran Caracas; además núcleos convectivos  en Am… https://t.co/eqaUOasOEI"
acontecer_,,🆘️ #Reporte Fallece en el estado de #Querétaro la primer persona por #COVIDー19 🦠; se trata de un hombre de 58 años… https://t.co/8ejvgJefSf
dianadg76,,Acabo de cenar por segunda vez y estoy haciendo sobremesa sola 😢💔 #Reporte
ReporteNi,Dudas Preguntas Sugerencias:DM,(@rosymariaflores) #OjoAlDato No olvidemos las medidas de prevención nunca en un País multiamenazas. El último en l… https://t.co/vdgtqOGjTo
sofyvaldivia,"Oaxaca, México",#Reporte Ⓜ️🚔🚨➡️ Esta tarde ciudadanos detuvieron y propinaron una brutal golpiza a un presunto ladrón en la ciudad… https://t.co/UkDnrO1QCU
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️🚔🔴➡️ Ciudadanos alertaron sobre un incendio en el cerro Vista Hermosa de Salina Cruz, #Oaxaca.

El sinie… https://t.co/3qY4D3SopR"
ReporteSanCris,"San Cristóbal de Las Casas, Chiapas.","#Reporte. #COVID19. 28/03/2020.

•Casos confirmados: 848 
•Casos Sospechosos: 2,623 
•Casos negativos: 4,341 
•Defu… https://t.co/X4oiMJrWEx"
HumbertoRoblesM,San Cristóbal de Las Casas.,"#Reporte. #COVID19. 28/03/2020.

•Casos confirmados: 848 
•Casos Sospechosos: 2,623 
•Casos negativos: 4,341 
•Defu… https://t.co/720Tfm3MXu"
miltonandree,Coahuila,"#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización a las 🕚 19:00 horas

Con… https://t.co/tkV4pSG2ER"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización a las 🕚 19:00 horas

Co… https://t.co/c9K1YUl3d2"
monterialcaldia,Montería - Córdoba - Colombia,"#REPORTE 📣
Avanza reinstalación y reconexión del servicio de agua potable.👷🏼‍♂️ 4.482 usuarios que estaban suspendi… https://t.co/FZ8LlKxmbK"
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile","🔴⚠️ #Reporte Sanitario por #COVID19 en la región de #Aysén (Sáb.28.03.2020)
#CuidemonosEntreTodos
Fuente: Seremi de… https://t.co/t0Tv2enYBO"
mundoescazu,,"#Reporte 4 pm desde Ruta 27 San Rafael de Escazú, #Quédateencasa https://t.co/Y5ti8SrZg2"
ParvularioD,,@ArnaldoOtegi Es curioso que #Twitter no tenga entre las razones de #Reporte la apología del terrorismo. Esta red s… https://t.co/954dFqY3K9
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 18:13 HLV @tutiempopereira… https://t.co/ND4f20kE7l
angelmetropoli,Mexico,"🚨 #Reporte | ""El 69.9% de los participantes en el plebiscito prefirieron la conservación de las reservas de agua fr… https://t.co/LMl7qmBj56"
soyjesusblanco,"Caracas, Venezuela",@CORPOELECinfo Sin Luz en el Sector de Cumbre del Este en #latahona #reporte
mundoescazu,,#Reporte Ricardo Miranda del Centro Agrícola Cantonal sobre las medidas que se han implementado en la Feria de Esca… https://t.co/XCnKehZJvi
mundoescazu,,#Reporte Desde la Feria de Escazú todos los que ingresan se lavan sus manos https://t.co/Q4uOLNh0vH
AlcaldiaUrumita,,"#Reporte 🦠 @MinSaludCol confirma 69 nuevos casos de COVID-19 en Colombia, para un total de 608 pacientes con el cor… https://t.co/rEu9Y23H62"
InnSocialWeb,,#Reporte @MinSaludCol - 28 de marzo 2020. #Covid19Colombia https://t.co/BJTuEnHNLy
cuaresma_carlos,"Wanchaq Cusco, Peru","#REPORTE CORONAVIRUS 28/MAR/20.

Emitido por el Ministerio de Salud, sin embargo no tomaron en cuenta los últimos c… https://t.co/e2ZR01FLMV"
mundoescazu,,#Reporte Incendio Forestal Zona Pico Blanco https://t.co/g0dtXypaPT
mundoescazu,,#Reporte Desde la Feria del Agricultor en Escazú centro... Y el distanciamiento social!!! https://t.co/SeZwKNysKF
siete_junio,,"#Reporte #Coronavirus
Actualización 28/03/20

Contagiados en el Mundo: 617 000
Fallecidos en el Mundo: 28 504
Conta… https://t.co/pNKcmy2Iua"
ubch_rm,BARINAS.-,reportamos bajones constantes y se va la luz cada rato @CORPOELECinfo @NicolasMaduro #reporte #Barinas
jpserna,Barranquilla/Colombia,"#Reporte🦠#COVID2019 🇨🇴 
😷 69 nuevos casos.
✅ recuperados 10.
⚰️ 6 muertes
TOTAL: 608 pacientes con coronavirus en t… https://t.co/L8W25xT0wi"
GobDeCoahuila,Coahuila de Zaragoza,"📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19

• Actualización de las 🕚 12:00 horas.… https://t.co/cU95edhw2x"
VentanaComunita,"PUERTO CUMAREBO, ESTADO FALCON",#Reporte Usuarios reportan que en horas del mediodia se comenzó el suministro de gasolina para los vehiculos con te… https://t.co/vKSeFt3Ibg
SAHAGUN_NEWS,SAHAGÚN - CÓRDOBA  - COLOMBIA ,"#Reporte Confirmamos 69 casos nuevos de coronavirus en el país. Con estos, Colombia llega a un total de 608 pacient… https://t.co/Rqy51I9w8l"
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 13:09 HLV @tutiempopereira… https://t.co/jGD3cOpWG4
INAMEH,Venezuela,"#28Mar #INAMEHInforma Nubosidad estratiforme sobre Sucre, Andes, La Gran Caracas; además núcleos convectivos  en Am… https://t.co/CWTTZ8G9PW"
TamMC_,"Encarnacion, Paraguay",@RosiGonzalezB Jajajjajaa #reporte
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile",#Reporte de hoy Sábado 28.03.2020 COVID-19 #Coronavirus #Aysen https://t.co/NEumOQqH5e vía @YouTube
ReporteNi,Dudas Preguntas Sugerencias:DM,(@cdsinapred) #Reporte 1️⃣ #seguimientocovid19 Sábado 28 de marzo de los casos de #Coronavirus #COVID19 confirmados… https://t.co/EFhLsgUb7r
cdsinapred,Nicaragua,"#Reporte 1️⃣ #seguimientocovid19 
 Sábado 28 de marzo de los casos de #Coronavirus #COVID19 confirmados hasta las 9… https://t.co/HhaKKvm4dw"
sofyvaldivia,"Oaxaca, México","#REPORTE Ⓜ️➡️ Realizan actividades normales en mercado sabatino de #Tlaxiaco, con poca afluencia de habitantes y ex… https://t.co/MjSWz4CnoF"
Rodriguez1GA,Guarico ,#Reporte El equipo de salud de Guárico junto a la alcaldía de Roscio y la Guardia del Pueblo realizan despliegue ca… https://t.co/wBjJjZH5Sc
ccypctw,"Trelew, Argentina","#Reporte diario
#Coronavirus
#Trelew
28.03.2020👇 https://t.co/VkNE4vA0uu"
CentralReedan,,#28Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:35 HLV @tutiempopereira… https://t.co/K5U4qbGqvw
LawyersMYR,"Colombia-Bogota,Madrid -España","@MinSaludCol #Reporte necesitamos saber cuantos contagios por #COVID19 hay en el País a fecha de hoy, sin mentiras… https://t.co/HBGglWQLnz"
LaPiedadCity,"La Piedad, Michoacán",¡Buenos días a todos! La temperatura actual es de 13ºC y llegaremos hasta los 32 ºC el día de hoy. #Reporte #Clima #LaPiedad #Michoacan
Warriormania_15,Tangamandapio,"#Reporte #coronavirus Infectados:

En Colombia: 539
En Polombia: 0 

Jaque mate. https://t.co/4Kn6KGhPqg"
WazeVen,Venezuela,Vía @INAMEH #28Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 07:45 HLV… https://t.co/s4515XptyQ
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #Reporte de las 07:45 HLV @tutiempopereira… https://t.co/RHPoqwpG9y
INAMEH,Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 07:40 HLV @tutiempopereira… https://t.co/zU2mCAHmyf
PCivil_Ve,Caracas_Venezuela,#28Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:35 HLV… https://t.co/pmQpugGeKt
PCivil_Ve,Caracas_Venezuela,#28Mar #INAMEHInforma Pronóstico de Oleaje #Reporte de las 06:30 HLV  #LaSolidaridadVenceAlCoronavirus https://t.co/7A81uSxGdN
PCivil_Ve,Caracas_Venezuela,"#28Mar #INAMEHInforma En la Imagen (espectro infrarrojo) se observa áreas nubladas en los Andes, sur de Zulia, Amaz… https://t.co/chAsLHgAMy"
PCivil_Ve,Caracas_Venezuela,#28Mar #INAMEHInforma Condiciones Meteorológicas próximas 06 Horas #Reporte de las 00:15 HLV… https://t.co/C2XZhWLuEw
INAMEH,Venezuela,#28Mar #INAMEHInforma Mapa de Riesgo de Incendios Forestales #Reporte de las 06:35 HLV @tutiempopereira… https://t.co/a8Uoavcw6q
