COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
3200,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,40,8000000,0,'25/04/2001',,'01/12/2007',INACTIVO
3201,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,27,1150000,0,'10/05/2001',,'08/08/2005',INACTIVO
3202,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,72,3160240,0,'08/06/2001',,'07/01/2007',VIGENTE
3203,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,68,4527130,0,'08/06/2001',,'01/01/2007',INACTIVO
3204,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,95,1058530,0,'14/03/2003',,'01/04/2003',VIGENTE
3205,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,50,600000,148000,'24/04/2018',,'07/11/2015',INACTIVO
3206,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,73,642600,148000,'24/04/2018',,'19/05/2018',VIGENTE
3207,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,85,677460,148000,'24/04/2018',,'07/11/2015',INACTIVO
3208,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,34,626210,148000,'24/04/2018',,'03/04/2009',INACTIVO
3209,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,CASA,28,706750,253500,'27/03/2003',,'29/07/2011',INACTIVO
3210,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,APARTAMENTO,86,1191500,253500,'27/03/2003',,'29/07/2011',INACTIVO
3211,BUCARAMANGA,GAITAN,BUCARAMANGA,CUATRO,LOCAL,24,1000000,0,'03/04/2003',,'01/04/1989',VIGENTE
3212,BUCARAMANGA,LA FLORESTA,BUCARAMANGA,CINCO,LOCAL,19,1091580,0,'08/04/2003',,'26/03/2009',INACTIVO
3213,BUCARAMANGA,LA FLORESTA,BUCARAMANGA,CINCO,CASA,61,1181136,0,'08/04/2003',,'31/08/2012',VIGENTE
3214,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,11,5816110,0,'28/05/2004',,'10/02/2005',VIGENTE
3215,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,66,1245600,525000,'28/05/2004','09/01/2019','24/10/2019',VIGENTE
3216,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,11,1769980,525000,'28/05/2004','09/01/2019','14/12/2010',INACTIVO
3217,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,72,802660,129000,'09/12/2016',,'25/02/2017',VIGENTE
3218,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,96,559760,129000,'09/12/2016',,'02/12/2005',INACTIVO
3219,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,26,1017190,257000,'12/06/2004',,'27/07/2004',VIGENTE
3220,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,CASA,83,1173650,0,'16/06/2004',,'07/08/2004',VIGENTE
3221,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,COMERCIAL,APARTAMENTO,30,272000,139000,'22/06/2004',,'24/02/2012',VIGENTE
3222,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,COMERCIAL,LOCAL,27,287240,139000,'22/06/2004',,'24/02/2012',INACTIVO
3223,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,COMERCIAL,CASA,26,270425,139000,'22/06/2004',,'09/01/2010',INACTIVO
3224,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,TRES,CASA,38,862500,0,'01/01/2018',,'01/07/2004',VIGENTE
3225,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,CASA,24,1535750,0,'01/01/2018',,'01/05/2009',VIGENTE
3226,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,24,857160,0,'01/01/2018',,'31/07/2012',INACTIVO
3227,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,28,1179360,0,'01/01/2018',,'08/08/2007',VIGENTE
3228,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,95,670470,0,'01/01/2018',,'08/08/2007',INACTIVO
3229,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,10,3372800,0,'01/01/2018',,'18/10/2019',VIGENTE
3230,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,72,3968350,0,'01/01/2018',,'24/04/2014',INACTIVO
3231,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,35,1700000,0,'01/01/2018',,'01/05/1997',INACTIVO
3232,BUCARAMANGA,PROVENZA,BUCARAMANGA,SIN ASIGNAR,CASA,23,2150000,0,'01/01/2018',,'01/05/1997',VIGENTE
3233,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,79,3500000,0,'01/01/2018',,'09/04/2012',INACTIVO
3234,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,SIN ASIGNAR,LOCAL,29,1805210,0,'01/01/2018',,'16/08/2001',INACTIVO
3235,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,12,4000000,0,'01/01/2018',,'30/01/2020',VIGENTE
3236,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,28,4049430,0,'01/01/2018',,'11/04/2018',INACTIVO
3237,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,19,4315200,0,'01/01/2018',,'29/07/2013',INACTIVO
3238,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,3504590,0,'01/01/2018',,'30/05/2011',INACTIVO
3239,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,20,3896340,0,'01/01/2018',,'29/07/2013',INACTIVO
3240,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,25,3000000,0,'01/01/2018',,'26/07/2013',INACTIVO
3241,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,31,3000000,0,'01/01/2018',,'26/07/2013',INACTIVO
3242,BUCARAMANGA,GIRARDOT,BUCARAMANGA,CUATRO,LOCAL,14,2157530,0,'08/04/2003',,'24/02/2011',VIGENTE
3243,BUCARAMANGA,GIRARDOT,BUCARAMANGA,CUATRO,CASA,61,1043500,0,'08/04/2003',,'01/06/2003',INACTIVO
3244,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,29,615930,0,'11/04/2003',,'01/02/2004',VIGENTE
3245,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,68,1195930,0,'22/04/2003',,'11/05/2005',INACTIVO
3246,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,86,6656020,0,'28/04/2003',,'17/03/2008',VIGENTE
3247,BUCARAMANGA,FONTANA,BUCARAMANGA,CUATRO,LOCAL,25,793130,0,'22/06/2004',,'30/03/2016',INACTIVO
3248,BUCARAMANGA,FONTANA,BUCARAMANGA,CUATRO,APARTAMENTO,78,588070,0,'22/06/2004',,'27/02/2010',INACTIVO
3249,BUCARAMANGA,FONTANA,BUCARAMANGA,CUATRO,LOCAL,11,728280,0,'22/06/2004',,'10/11/2018',VIGENTE
3250,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,1660800,524000,'10/07/2004',,'30/11/2019',VIGENTE
3251,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,81,2061500,524000,'10/07/2004',,'01/09/2015',INACTIVO
3252,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,49,1503070,524000,'10/07/2004',,'21/02/2014',INACTIVO
3253,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,58,1205920,524000,'10/07/2004',,'25/05/2010',INACTIVO
3254,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,33,790360,182000,'10/07/2004',,'30/07/2015',INACTIVO
3255,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,31,780360,182000,'10/07/2004',,'28/10/2017',VIGENTE
3256,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,92,524720,182000,'10/07/2004',,'19/11/2004',INACTIVO
3257,BUCARAMANGA,SAN MIGUEL,BUCARAMANGA,SIN ASIGNAR,LOCAL,26,2930410,0,'01/01/2018',,'01/08/2015',VIGENTE
3258,BUCARAMANGA,SAN MIGUEL,BUCARAMANGA,SIN ASIGNAR,LOCAL,10,2326760,0,'01/01/2018',,'01/08/1999',INACTIVO
3259,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,SIN ASIGNAR,LOCAL,30,1300000,0,'01/01/2018',,'01/01/1997',VIGENTE
3260,BUCARAMANGA,LOS COMUNEROS,BUCARAMANGA,TRES,LOCAL,24,672010,0,'01/01/2018',,'20/10/2001',VIGENTE
3261,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,APARTAMENTO,49,4001790,0,'01/01/2018',,'20/06/2012',INACTIVO
3262,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,CASA,26,2400000,0,'01/01/2018',,'20/06/2012',INACTIVO
3263,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,CASA,83,1728150,0,'01/01/2018',,'01/09/2001',INACTIVO
3264,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,66,825510,260000,'01/01/2018',,'23/06/2006',VIGENTE
3265,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,88,837900,0,'01/01/2018',,'01/03/1999',VIGENTE
3266,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,86,3421310,0,'01/01/2018',,'17/05/2006',VIGENTE
3267,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,LOCAL,24,996100,159500,'18/08/2001',,'30/05/2014',INACTIVO
3268,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,CASA,22,1002070,159500,'18/08/2001',,'30/08/2016',VIGENTE
3269,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,LOCAL,25,823260,159500,'18/08/2001',,'28/01/2011',INACTIVO
3270,BUCARAMANGA,GIRARDOT,BUCARAMANGA,TRES,APARTAMENTO,34,510890,0,'21/08/2001',,'16/04/2005',VIGENTE
3271,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,30,667160,172400,'04/09/2001',,'10/08/2004',INACTIVO
3272,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,55,793800,172400,'04/09/2001',,'16/01/2018',VIGENTE
3273,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,25,759330,172400,'04/09/2001',,'06/04/2011',INACTIVO
3274,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,74,1006880,172400,'04/09/2001',,'17/07/2013',INACTIVO
3275,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CINCO,LOCAL,22,3910000,0,'15/09/2001',,'13/09/2001',VIGENTE
3276,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,42,1767500,0,'17/05/2003',,'24/03/2004',INACTIVO
3277,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,APARTAMENTO,72,950000,0,'05/04/2016',,'10/09/2020',VIGENTE
3278,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,APARTAMENTO,86,1000000,0,'05/04/2016',,'15/06/2019',INACTIVO
3279,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,CASA,36,832720,0,'05/04/2016',,'13/05/2017',INACTIVO
3280,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,LOCAL,21,1057500,0,'05/04/2016',,'26/04/2016',INACTIVO
3281,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,LOCAL,25,804640,0,'05/04/2016',,'13/11/2010',INACTIVO
3282,BUCARAMANGA,CENTRO,BUCARAMANGA,TRES,APARTAMENTO,84,433250,136000,'17/06/2003',,'10/11/2015',INACTIVO
3283,BUCARAMANGA,CENTRO,BUCARAMANGA,TRES,CASA,60,453600,136000,'17/06/2003',,'24/03/2018',INACTIVO
3284,BUCARAMANGA,CENTRO,BUCARAMANGA,TRES,CASA,95,348600,136000,'17/06/2003',,'03/10/2013',INACTIVO
3285,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,3987700,0,'15/07/2004',,'13/09/2007',VIGENTE
3286,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,7975400,0,'15/07/2004',,'13/09/2007',INACTIVO
3287,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,CASA,29,15649050,0,'23/07/2004',,'01/07/2004',VIGENTE
3288,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,LOCAL,26,718250,151600,'25/02/2016',,'25/09/2010',INACTIVO
3289,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,LOCAL,25,960000,151600,'25/02/2016',,'19/03/2016',VIGENTE
3290,BUCARAMANGA,LA CONCORDIA,BUCARAMANGA,SEIS,LOCAL,28,353200,0,'25/01/2017',,'09/08/2003',INACTIVO
3291,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,22,695110,0,'01/01/2018',,'22/08/2013',INACTIVO
3292,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,29,568650,0,'01/01/2018',,'01/07/2010',INACTIVO
3293,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,APARTAMENTO,98,1087270,0,'01/01/2018',,'22/12/2015',VIGENTE
3294,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,28,800000,0,'01/01/2018',,'12/12/2014',INACTIVO
3295,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,CASA,63,486770,0,'01/01/2018',,'01/07/2010',INACTIVO
3296,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,LOCAL,26,997580,0,'01/01/2018',,'02/03/2013',VIGENTE
3297,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,APARTAMENTO,36,535090,0,'01/01/2018',,'22/01/2010',INACTIVO
3298,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,39,521920,0,'16/03/2012',,'30/12/2014',VIGENTE
3299,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,LOCAL,21,845760,0,'13/10/2001',,'05/03/2010',VIGENTE
3300,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CINCO,CASA,25,677010,118110,'12/11/2001',,'09/02/2007',VIGENTE
3301,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,APARTAMENTO,27,700000,0,'13/12/2001','28/08/2020','12/09/2020',VIGENTE
3302,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,CASA,89,597150,0,'13/12/2001','28/08/2020','16/05/2009',INACTIVO
3303,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,23,700000,230000,'19/12/2001',,'17/12/2016',VIGENTE
3304,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,57,635860,230000,'19/12/2001',,'08/10/2010',INACTIVO
3305,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,67,789780,230000,'19/12/2001',,'10/11/2013',INACTIVO
3306,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,34,562681,0,'15/07/2003',,'12/08/2003',VIGENTE
3307,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,23,2500000,0,'01/01/2018',,'29/12/2014',INACTIVO
3308,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,27,1250000,0,'01/01/2018',,'30/01/2020',VIGENTE
3309,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,13,3134550,0,'01/01/2018',,'12/10/2010',INACTIVO
3310,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,26,2986990,0,'01/01/2018',,'12/10/2010',INACTIVO
3311,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,61,10232017,0,'01/01/2018',,'01/01/1995',VIGENTE
3312,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,68,25564570,0,'01/01/2018',,'01/11/2006',VIGENTE
3313,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,LOCAL,12,3926370,0,'01/01/2018',,'16/08/2000',INACTIVO
3314,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,LOCAL,18,7458220,0,'01/01/2018',,'01/11/2012',VIGENTE
3315,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,28,21455017,0,'01/01/2018',,'01/10/2003',VIGENTE
3316,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,LOCAL,27,7225130,0,'01/01/2018',,'01/06/2000',INACTIVO
3317,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,LOCAL,13,1590950,0,'01/01/2018',,'01/11/2004',INACTIVO
3318,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,APARTAMENTO,88,1011920,0,'01/01/2018',,'01/11/2004',INACTIVO
3319,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,CASA,60,953110,0,'01/01/2018',,'01/11/2004',INACTIVO
3320,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,43,588620,275000,'01/01/2018',,'01/10/2006',INACTIVO
3321,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,24,672000,275000,'01/01/2018',,'01/05/2012',VIGENTE
3322,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,91,985690,332000,'01/01/2018',,'09/08/2006',INACTIVO
3323,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,67,2590500,0,'01/01/2018',,'01/10/2013',VIGENTE
3324,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,78,1500000,0,'01/01/2018',,'01/04/1998',INACTIVO
3325,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,81,625000,149000,'12/01/2002',,'17/03/2020',VIGENTE
3326,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,65,537000,149000,'12/01/2002',,'06/01/2017',INACTIVO
3327,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,36,518300,149000,'12/01/2002',,'20/11/2014',INACTIVO
3328,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,34,415090,149000,'12/01/2002',,'22/08/2007',INACTIVO
3329,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,APARTAMENTO,65,622800,175000,'26/01/2002','25/01/2019','03/07/2019',VIGENTE
3330,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,LOCAL,13,624540,175000,'26/01/2002','25/01/2019','07/01/2017',INACTIVO
3331,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,APARTAMENTO,92,602970,175000,'26/01/2002','25/01/2019','21/08/2010',INACTIVO
3332,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,CASA,85,664070,175000,'26/01/2002','25/01/2019','26/04/2014',INACTIVO
3333,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,LOCAL,24,613150,55000,'29/06/2017',,'29/07/2017',VIGENTE
3334,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,LOCAL,18,443070,55000,'29/06/2017',,'20/06/2007',INACTIVO
3335,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,CASA,55,635680,55000,'29/06/2017',,'01/06/2012',INACTIVO
3336,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,28,827340,186000,'09/08/2003',,'04/07/2009',VIGENTE
3337,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,39,11225670,0,'22/08/2003',,'19/03/2010',VIGENTE
3338,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,66,2834020,0,'03/09/2003','17/01/2019','31/07/2012',INACTIVO
3339,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,66,1557000,0,'03/09/2003','17/01/2019','30/03/2019',VIGENTE
3340,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,29,2158650,0,'03/09/2003','17/01/2019','01/03/2007',INACTIVO
3341,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,34,3270000,0,'03/09/2003','17/01/2019','07/01/2016',INACTIVO
3342,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,DOS,LOCAL,15,1700600,0,'01/01/2018',,'01/10/2006',VIGENTE
3343,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,91,1327150,200460,'01/01/2018',,'28/08/2009',VIGENTE
3344,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,17,730380,200460,'01/01/2018',,'28/08/2009',INACTIVO
3345,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,70,611070,0,'01/01/2018',,'01/10/2005',INACTIVO
3346,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,73,884700,0,'01/01/2018',,'01/10/2005',INACTIVO
3347,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,30,2452800,228950,'01/01/2018',,'01/08/2018',VIGENTE
3348,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,13,3238290,228950,'01/01/2018',,'01/09/2011',INACTIVO
3349,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,35,3060760,228950,'01/01/2018',,'03/07/1996',INACTIVO
3350,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,48,5819000,228950,'01/01/2018',,'01/09/2011',INACTIVO
3351,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,17,1312430,0,'01/01/2018',,'01/12/2005',VIGENTE
3352,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,91,870400,331000,'01/01/2018',,'18/02/2019',VIGENTE
3353,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,32,888160,331000,'01/01/2018',,'24/10/2005',INACTIVO
3354,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CINCO,APARTAMENTO,97,561540,74000,'01/01/2018',,'04/01/2008',VIGENTE
3355,BUCARAMANGA,GIRARDOT,BUCARAMANGA,SEIS,LOCAL,26,1010310,0,'01/01/2018',,'01/11/2003',INACTIVO
3356,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,71,4607780,0,'01/01/2018',,'01/06/2007',INACTIVO
3357,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,37,5958650,0,'01/01/2018',,'01/06/2007',VIGENTE
3358,BUCARAMANGA,EL PRADO,BUCARAMANGA,CINCO,CASA,57,569422,0,'27/01/2002',,'20/05/2006',VIGENTE
3359,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,28,786010,400000,'05/09/2003',,'30/06/2011',INACTIVO
3360,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,63,851820,400000,'05/09/2003',,'29/02/2016',VIGENTE
3361,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,18,699860,400000,'05/09/2003',,'01/08/2008',INACTIVO
3362,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,12,1050000,197100,'09/09/2003',,'11/03/2020',VIGENTE
3363,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,APARTAMENTO,84,1000000,197100,'09/09/2003',,'19/11/2018',INACTIVO
3364,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,27,920120,197100,'09/09/2003',,'19/10/2012',INACTIVO
3365,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,27,802640,197100,'09/09/2003',,'01/09/2010',INACTIVO
3366,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,17,1100750,197100,'09/09/2003',,'27/02/2016',INACTIVO
3367,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,LOCAL,13,700000,0,'29/09/2003',,'29/12/2020',VIGENTE
3368,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,LOCAL,15,698392,0,'29/09/2003',,'19/10/2018',INACTIVO
3369,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,APARTAMENTO,100,1554380,0,'29/09/2003',,'04/03/2005',INACTIVO
3370,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,LOCAL,15,1046550,0,'29/09/2003',,'26/09/2012',INACTIVO
3371,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,CASA,87,463948,309800,'01/01/2018',,'02/11/2018',VIGENTE
3372,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,58,1217460,309800,'01/01/2018',,'14/05/2004',INACTIVO
3373,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,13,1217460,309800,'01/01/2018',,'14/05/2004',INACTIVO
3374,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,COMERCIAL,LOCAL,13,1385170,234860,'01/01/2018',,'09/02/2013',INACTIVO
3375,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,COMERCIAL,LOCAL,12,616870,234860,'01/01/2018',,'01/05/2004',INACTIVO
3376,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,COMERCIAL,CASA,41,674130,234860,'01/01/2018',,'30/05/2011',INACTIVO
