COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
982,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,51,1006970,82000,'27/03/2013',,'05/09/2015',VIGENTE
983,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,28,815520,82000,'27/03/2013',,'16/04/2013',INACTIVO
984,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,20,1388010,0,'06/02/2013',,'16/06/2015',INACTIVO
985,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,23,1373720,0,'06/02/2013',,'05/04/2013',INACTIVO
986,BUCARAMANGA,RICAURTE,BUCARAMANGA,CUATRO,APARTAMENTO,54,1924920,0,'07/02/2013',,'03/04/2013',INACTIVO
987,BUCARAMANGA,RICAURTE,BUCARAMANGA,CUATRO,LOCAL,15,3367700,0,'07/02/2013',,'13/05/2014',VIGENTE
988,BUCARAMANGA,COAVICONSA,BUCARAMANGA,TRES,LOCAL,13,764550,134000,'27/03/2013',,'30/08/2013',INACTIVO
989,BUCARAMANGA,COAVICONSA,BUCARAMANGA,TRES,APARTAMENTO,82,903270,134000,'27/03/2013',,'24/02/2015',INACTIVO
990,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,CASA,86,600000,163000,'03/04/2013',,'23/03/2019',VIGENTE
991,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,CASA,45,713580,163000,'03/04/2013',,'06/04/2013',INACTIVO
992,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,30,725620,163000,'03/04/2013',,'10/06/2014',INACTIVO
993,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,CASA,80,715490,163000,'03/04/2013',,'01/10/2016',INACTIVO
994,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,APARTAMENTO,91,747390,163000,'03/04/2013',,'14/08/2015',INACTIVO
995,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,APARTAMENTO,73,663450,163000,'04/04/2013',,'27/10/2018',INACTIVO
996,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,CASA,72,740250,163000,'04/04/2013',,'17/08/2016',INACTIVO
997,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,APARTAMENTO,20,728630,163000,'04/04/2013',,'29/09/2017',INACTIVO
998,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,APARTAMENTO,73,789780,163000,'04/04/2013',,'12/04/2013',INACTIVO
999,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,14,1020740,204000,'21/01/2010',,'20/03/2010',VIGENTE
1000,BUCARAMANGA,TERRAZAS,BUCARAMANGA,CUATRO,CASA,97,1178110,209000,'23/04/2010',,'04/01/2018',VIGENTE
1001,BUCARAMANGA,TERRAZAS,BUCARAMANGA,CUATRO,LOCAL,20,1163250,209000,'23/04/2010',,'22/07/2016',INACTIVO
1002,BUCARAMANGA,TERRAZAS,BUCARAMANGA,CUATRO,CASA,67,1000000,209000,'23/04/2010',,'28/10/2011',INACTIVO
1003,BUCARAMANGA,TERRAZAS,BUCARAMANGA,CUATRO,APARTAMENTO,52,1097990,209000,'23/04/2010',,'13/04/2012',INACTIVO
1004,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,APARTAMENTO,30,800000,241000,'26/04/2010',,'26/07/2019',VIGENTE
1005,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,APARTAMENTO,84,779920,241000,'26/04/2010',,'16/07/2011',INACTIVO
1006,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,LOCAL,17,940760,241000,'26/04/2010',,'25/07/2014',INACTIVO
1007,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,CASA,44,730000,241000,'26/04/2010',,'09/02/2018',INACTIVO
1008,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,LOCAL,21,722190,241000,'26/04/2010',,'27/04/2010',INACTIVO
1009,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,CASA,33,700000,0,'21/10/2009',,'26/10/2019',VIGENTE
1010,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,LOCAL,25,588600,0,'21/10/2009',,'28/01/2010',INACTIVO
1011,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,LOCAL,23,693190,0,'21/10/2009',,'30/08/2013',INACTIVO
1012,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,LOCAL,10,728630,0,'21/10/2009',,'27/05/2017',INACTIVO
1013,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,LOCAL,28,614640,0,'21/10/2009',,'07/07/2012',INACTIVO
1014,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,82,350000,0,'31/01/2010',,'01/07/2020',VIGENTE
1015,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,27,400000,0,'31/01/2010',,'03/07/2015',INACTIVO
1016,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,28,293680,0,'31/01/2010',,'27/05/2010',INACTIVO
1017,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,28,908880,0,'30/04/2018',,'20/10/2011',INACTIVO
1018,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,38,697370,0,'05/12/2018',,'03/08/2010',INACTIVO
1019,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,1085970,0,'28/04/2010',,'28/02/2011',INACTIVO
1020,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,82,1211980,0,'28/04/2010',,'14/11/2015',VIGENTE
1021,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,26,923470,0,'28/04/2010',,'21/06/2010',INACTIVO
1022,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,700920,0,'29/09/2018',,'07/08/2010',INACTIVO
1023,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,74,739050,306000,'28/04/2010',,'14/08/2019',VIGENTE
1024,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,51,600000,306000,'28/04/2010',,'30/07/2018',INACTIVO
1025,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,37,722190,306000,'28/04/2010',,'20/11/2010',INACTIVO
1026,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,LOCAL,30,916010,306000,'28/04/2010',,'05/01/2012',INACTIVO
1027,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,60,810980,196200,'11/07/2009',,'18/09/2010',INACTIVO
1028,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,80,722260,196200,'11/07/2009',,'30/01/2018',VIGENTE
1029,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,15,1100000,83000,'15/07/2009',,'30/10/2020',VIGENTE
1030,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,24,652225,83000,'15/07/2009',,'18/07/2009',INACTIVO
1031,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,63,498960,55000,'16/07/2009',,'19/03/2010',INACTIVO
1032,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,42,730420,55000,'16/07/2009',,'01/12/2015',INACTIVO
1033,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,LOCAL,14,850000,173000,'21/10/2009',,'30/05/2020',VIGENTE
1034,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,LOCAL,29,984510,173000,'21/10/2009',,'17/02/2012',INACTIVO
1035,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,CASA,32,631400,173000,'21/10/2009',,'12/12/2009',INACTIVO
1036,BUCARAMANGA,LA AURORA,BUCARAMANGA,COMERCIAL,LOCAL,13,720000,74000,'22/10/2009',,'09/10/2019',VIGENTE
1037,BUCARAMANGA,LA AURORA,BUCARAMANGA,COMERCIAL,APARTAMENTO,87,975940,74000,'22/10/2009',,'26/11/2009',INACTIVO
1038,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,15,1546560,392000,'05/02/2010',,'09/05/2011',VIGENTE
1039,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,97,817080,215000,'06/02/2010',,'22/03/2014',INACTIVO
1040,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,22,538670,215000,'06/02/2010',,'26/02/2010',INACTIVO
1041,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,12,3603050,0,'29/04/2010',,'18/02/2011',INACTIVO
1042,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,53,749700,306000,'30/04/2010',,'03/03/2018',VIGENTE
1043,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,LOCAL,20,855560,306000,'30/04/2010',,'28/06/2012',INACTIVO
1044,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,65,670610,306000,'30/04/2010',,'10/08/2010',INACTIVO
1045,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,LOCAL,16,710000,326000,'30/04/2010',,'07/02/2019',VIGENTE
1046,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,35,740120,326000,'30/04/2010',,'01/10/2010',INACTIVO
1047,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,84,780680,326000,'30/04/2010',,'01/10/2016',INACTIVO
1048,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,APARTAMENTO,32,434640,82500,'18/07/2009',,'21/05/2014',INACTIVO
1049,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,LOCAL,12,315920,82500,'18/07/2009',,'09/12/2010',INACTIVO
1050,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,LOCAL,13,1041140,226000,'18/07/2009',,'25/07/2009',VIGENTE
1051,BUCARAMANGA,COAVICONSA,BUCARAMANGA,TRES,CASA,37,743680,191800,'25/07/2009',,'22/10/2009',VIGENTE
1052,BUCARAMANGA,FONTANA,BUCARAMANGA,CUATRO,APARTAMENTO,59,743680,128000,'28/10/2009',,'12/12/2009',VIGENTE
1053,BUCARAMANGA,BOLARQUI,BUCARAMANGA,SEIS,CASA,28,1609210,470000,'31/07/2009',,'28/08/2015',INACTIVO
1054,BUCARAMANGA,BOLARQUI,BUCARAMANGA,SEIS,LOCAL,24,1328950,470000,'31/07/2009',,'29/09/2018',INACTIVO
1055,BUCARAMANGA,BOLARQUI,BUCARAMANGA,SEIS,APARTAMENTO,91,1711460,470000,'31/07/2009',,'01/10/2009',INACTIVO
1056,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,APARTAMENTO,20,922910,272000,'03/08/2009',,'16/03/2013',INACTIVO
1057,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,LOCAL,12,780000,272000,'03/08/2009',,'13/08/2016',VIGENTE
1058,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,CASA,67,764110,272000,'03/08/2009',,'03/10/2009',INACTIVO
1059,BUCARAMANGA,LA AURORA,BUCARAMANGA,CUATRO,CASA,75,947810,282600,'30/10/2009',,'30/12/2010',VIGENTE
1060,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,51,910350,282600,'30/10/2009',,'15/03/2018',INACTIVO
1061,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,28,903270,282600,'30/10/2009',,'23/04/2015',INACTIVO
1062,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,22,764110,282600,'30/10/2009',,'12/12/2009',INACTIVO
1063,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,57,845370,282600,'30/10/2009',,'05/04/2013',INACTIVO
1064,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,23,771130,157000,'07/02/2010',,'24/05/2018',VIGENTE
1065,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,89,748850,157000,'07/02/2010',,'06/03/2010',INACTIVO
1066,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,APARTAMENTO,82,1069920,241000,'12/02/2010',,'12/02/2015',VIGENTE
1067,BUCARAMANGA,BOLIVAR,BUCARAMANGA,CUATRO,CASA,91,614670,241000,'12/02/2010',,'30/07/2010',INACTIVO
1068,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,LOCAL,25,743680,0,'11/08/2009',,'19/08/2009',VIGENTE
1069,BUCARAMANGA,LA CEIBA,BUCARAMANGA,CUATRO,APARTAMENTO,68,749700,212000,'20/10/2018',,'30/11/2018',VIGENTE
1070,BUCARAMANGA,LA CEIBA,BUCARAMANGA,CUATRO,APARTAMENTO,66,713000,212000,'20/10/2018',,'20/11/2009',INACTIVO
1071,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,33,1006970,214000,'12/11/2009',,'05/03/2015',VIGENTE
1072,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,45,726840,214000,'12/11/2009',,'05/12/2009',INACTIVO
1073,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,85,829280,214000,'12/11/2009',,'30/01/2014',INACTIVO
1074,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,92,642110,265000,'14/05/2010',,'19/06/2010',INACTIVO
1075,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,40,902600,265000,'14/05/2010',,'24/08/2013',INACTIVO
1076,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,35,815520,265000,'14/05/2010',,'24/08/2013',INACTIVO
1077,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,84,990680,265000,'14/05/2010',,'22/12/2016',INACTIVO
1078,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,45,768300,265000,'14/05/2010',,'20/07/2012',INACTIVO
1079,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,98,548570,0,'19/05/2010',,'06/06/2019',VIGENTE
1080,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,51,850140,0,'19/05/2010',,'18/08/2010',INACTIVO
1081,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,30,973950,240000,'13/08/2009',,'10/10/2009',INACTIVO
1082,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,18,856800,240000,'13/08/2009',,'26/03/2018',VIGENTE
1083,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,44,796850,240000,'13/08/2009',,'10/10/2009',INACTIVO
1084,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,33,3745710,0,'13/08/2009',,'28/08/2009',VIGENTE
1085,BUCARAMANGA,LOS NARANJOS,BUCARAMANGA,CUATRO,APARTAMENTO,45,1041140,0,'12/11/2009',,'26/11/2009',VIGENTE
1086,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,42,918710,0,'19/05/2010',,'09/10/2013',INACTIVO
1087,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,41,723550,0,'19/05/2010',,'15/06/2010',INACTIVO
1088,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,CASA,74,2356710,0,'21/08/2009',,'25/08/2009',INACTIVO
1089,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,APARTAMENTO,48,2310800,0,'21/08/2009',,'02/11/2018',VIGENTE
1090,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,APARTAMENTO,46,2181800,0,'21/08/2009',,'23/07/2016',INACTIVO
1091,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,20,928620,0,'18/11/2009',,'21/06/2017',VIGENTE
1092,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,29,948750,0,'18/11/2009',,'04/01/2010',INACTIVO
1093,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,49,901470,0,'18/11/2009',,'10/02/2012',INACTIVO
1094,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,17,1109600,0,'18/11/2009',,'02/03/2013',INACTIVO
1095,BUCARAMANGA,BOLARQUI,BUCARAMANGA,CINCO,LOCAL,13,884980,263000,'18/11/2009',,'12/06/2010',INACTIVO
1096,BUCARAMANGA,BOLARQUI,BUCARAMANGA,CINCO,LOCAL,21,856800,263000,'18/11/2009',,'27/10/2018',VIGENTE
1097,BUCARAMANGA,ALARCON,BUCARAMANGA,TRES,CASA,98,328880,0,'06/03/2010',,'10/04/2010',INACTIVO
1098,BUCARAMANGA,ALARCON,BUCARAMANGA,CUATRO,APARTAMENTO,65,558780,0,'06/03/2010',,'19/04/2010',INACTIVO
1099,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,67,726600,0,'22/07/2017',,'05/10/2019',VIGENTE
1100,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,61,780680,0,'22/07/2017',,'23/09/2017',INACTIVO
1101,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,35,793130,0,'22/07/2017',,'15/01/2015',INACTIVO
1102,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,CASA,59,732620,0,'22/07/2017',,'09/04/2010',INACTIVO
1103,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,88,726600,0,'06/03/2010',,'21/10/2019',VIGENTE
1104,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,92,770530,0,'06/03/2010',,'17/05/2016',INACTIVO
1105,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,66,750000,0,'06/03/2010',,'30/06/2018',INACTIVO
1106,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,LOCAL,21,809040,0,'06/03/2010',,'19/04/2012',INACTIVO
1107,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,LOCAL,13,670000,0,'06/03/2010',,'06/04/2010',INACTIVO
1108,BUCARAMANGA,TERRAZAS,BUCARAMANGA,CUATRO,LOCAL,24,913120,65000,'10/03/2010',,'13/03/2010',INACTIVO
1109,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,44,674700,151000,'12/05/2009',,'02/03/2019',VIGENTE
1110,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,74,739700,151000,'12/05/2009',,'10/04/2013',INACTIVO
1111,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,67,822690,151000,'12/05/2009',,'17/07/2015',INACTIVO
1112,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,10,657780,151000,'12/05/2009',,'06/03/2010',INACTIVO
1113,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,TRES,CASA,39,681100,131220,'13/05/2009',,'02/07/2015',VIGENTE
1114,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,TRES,APARTAMENTO,73,578780,131220,'13/05/2009',,'15/05/2009',INACTIVO
1115,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,TRES,APARTAMENTO,57,673730,131220,'13/05/2009',,'16/06/2011',INACTIVO
1116,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,25,966780,0,'21/08/2009',,'29/08/2009',VIGENTE
1117,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,65,1037010,314000,'29/11/2017',,'14/09/2009',INACTIVO
1118,BUCARAMANGA,BOLARQUI,BUCARAMANGA,CUATRO,CASA,75,620000,146000,'25/11/2009',,'12/12/2020',VIGENTE
1119,BUCARAMANGA,BOLARQUI,BUCARAMANGA,CUATRO,APARTAMENTO,26,650000,146000,'25/11/2009',,'08/11/2019',INACTIVO
1120,BUCARAMANGA,BOLARQUI,BUCARAMANGA,CUATRO,CASA,35,588610,146000,'25/11/2009',,'12/03/2010',INACTIVO
1121,BUCARAMANGA,BOLARQUI,BUCARAMANGA,CUATRO,APARTAMENTO,52,678780,146000,'25/11/2009',,'04/05/2012',INACTIVO
1122,BUCARAMANGA,BOLARQUI,BUCARAMANGA,CUATRO,LOCAL,29,877170,146000,'25/11/2009',,'16/12/2014',INACTIVO
1123,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,CASA,73,3498540,0,'19/05/2009',,'04/07/2009',VIGENTE
1124,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,LOCAL,14,674700,183000,'20/05/2009',,'30/03/2019',VIGENTE
1125,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,38,684450,183000,'20/05/2009',,'19/12/2012',INACTIVO
1126,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,CASA,47,523960,183000,'20/05/2009',,'17/06/2009',INACTIVO
1127,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,55,966600,282600,'20/05/2009',,'02/11/2016',VIGENTE
1128,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,24,883140,282600,'20/05/2009',,'06/07/2009',INACTIVO
1129,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,APARTAMENTO,41,761600,442000,'27/08/2009',,'09/02/2019',VIGENTE
1130,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,APARTAMENTO,85,1359130,442000,'27/08/2009',,'21/12/2011',INACTIVO
1131,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,LOCAL,22,1457390,442000,'27/08/2009',,'07/07/2014',INACTIVO
1132,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,APARTAMENTO,48,1406210,442000,'27/08/2009',,'11/05/2010',INACTIVO
1133,BUCARAMANGA,LA CONCORDIA,BUCARAMANGA,TRES,LOCAL,26,830400,169000,'28/08/2009',,'25/07/2019',VIGENTE
1134,BUCARAMANGA,LA CONCORDIA,BUCARAMANGA,TRES,CASA,33,571200,169000,'28/08/2009',,'05/09/2009',INACTIVO
1135,BUCARAMANGA,LA CONCORDIA,BUCARAMANGA,TRES,LOCAL,26,800000,169000,'28/08/2009',,'29/03/2011',INACTIVO
1136,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,50,714000,235000,'26/11/2009',,'30/12/2009',INACTIVO
1137,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,97,650000,235000,'26/11/2009',,'01/10/2019',VIGENTE
